Log file open, 06/28/14 18:10:06
LogInit:Display: Running engine for game: MyProject3
LogInit: Version: 4.2.1-2101290+++depot+UE4-Releases+4.2
LogInit: Compiled (64-bit): Jun 10 2014 22:21:56
LogInit: Build Configuration: Development
LogInit: Branch Name: ++depot+UE4-Releases+4.2
LogInit: Command line:  
LogInit: Base directory: E:/Unreal Engine/4.2/Engine/Binaries/Win64/
LogInit: Rocket: 1
[2014.06.28-16.10.06:099][  0]LogTaskGraph: Started task graph with 3 named threads and 6 total threads.
[2014.06.28-16.10.06:144][  0]LogOnline:Warning: No default platform service specified for OnlineSubsystem
[2014.06.28-16.10.06:150][  0]LogInit: Presizing for 0 objects not considered by GC, pre-allocating 0 bytes.
[2014.06.28-16.10.06:156][  0]LogInit: Object subsystem initialized
[2014.06.28-16.10.06:158][  0]LogInit: Selected Device Profile: [Windows]
[2014.06.28-16.10.06:158][  0]LogInit: Applying CVar settings loaded from the selected device profile: [Windows]
[2014.06.28-16.10.06:160][  0]LogInit: Computer: SPAEHLING-PC
[2014.06.28-16.10.06:160][  0]LogInit: User: Spaehling
[2014.06.28-16.10.06:161][  0]LogInit: CPU Page size=4096, Cores=6
[2014.06.28-16.10.06:161][  0]LogInit: High frequency timer resolution =3.126962 MHz
[2014.06.28-16.10.06:161][  0]LogMemory: Memory total: Physical=64.0GB (64GB approx) Virtual=8192.0GB
[2014.06.28-16.10.06:161][  0]LogMemory: Platform Memory Stats for Windows
[2014.06.28-16.10.06:161][  0]LogMemory: Process Physical Memory: 57.48 MB used, 57.48 MB peak
[2014.06.28-16.10.06:161][  0]LogMemory: Process Virtual Memory: 33.53 MB used, 33.68 MB peak
[2014.06.28-16.10.06:161][  0]LogMemory: Physical Memory: 7553.50 MB used, 65486.15 MB total
[2014.06.28-16.10.06:161][  0]LogMemory: Virtual Memory: 241.65 MB used, 8388608.00 MB total
[2014.06.28-16.10.06:198][  0]LogD3D11RHI: Found D3D11 adapter 0: NVIDIA GeForce GTX 690 (Feature Level 11_0)
[2014.06.28-16.10.06:198][  0]LogD3D11RHI: Adapter has 1990MB of dedicated video memory, 0MB of dedicated system memory, and 2048MB of shared system memory, 1 output[s]
[2014.06.28-16.10.06:218][  0]LogD3D11RHI: Found D3D11 adapter 1: NVIDIA GeForce GTX 690 (Feature Level 11_0)
[2014.06.28-16.10.06:218][  0]LogD3D11RHI: Adapter has 1990MB of dedicated video memory, 0MB of dedicated system memory, and 2048MB of shared system memory, 1 output[s]
[2014.06.28-16.10.06:218][  0]LogD3D11RHI: Chosen D3D11 Adapter Id = 0
[2014.06.28-16.10.06:223][  0]LogRHI: Texture pool is 1361 MB (70% of 1945 MB)
[2014.06.28-16.10.06:232][  0]LogD3D11RHI: Async texture creation enabled
[2014.06.28-16.10.06:280][  0]LogTextLocalizationManager:Warning: The selected culture 'de_DE' is not available; falling back to 'en'
[2014.06.28-16.10.06:330][  0]LogContentStreaming: Texture pool size is 0.000000MB
[2014.06.28-16.10.07:071][  0]LogTargetPlatformManager:Display: Building Assets For Windows
[2014.06.28-16.10.07:143][  0]LogTargetPlatformManager:Display: Building Assets For Windows
[2014.06.28-16.10.07:170][  0]LogDerivedDataCache:Display: Max Cache Size: 512 MB
[2014.06.28-16.10.07:203][  0]LogDerivedDataCache: Loaded boot cache 0.03s 39MB C:/Users/Spaehling/AppData/Local/UnrealEngine/4.2/DerivedDataCache/Boot.ddc.
[2014.06.28-16.10.07:203][  0]LogDerivedDataCache:Display: Loaded Boot cache: C:/Users/Spaehling/AppData/Local/UnrealEngine/4.2/DerivedDataCache/Boot.ddc
[2014.06.28-16.10.07:203][  0]LogDerivedDataCache: FDerivedDataBackendGraph:  Pak pak cache file D:/UDK4 Projects/Waagenbau/MyProject3/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2014.06.28-16.10.07:203][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchical cache Hierarchy.
[2014.06.28-16.10.07:213][  0]LogDerivedDataCache:Display: Pak cache opened for reading ../../../Engine/DerivedDataCache/DDC.ddp.
[2014.06.28-16.10.07:225][  0]LogDerivedDataCache: Using Local data cache path C:/Users/Spaehling/AppData/Local/UnrealEngine/4.2/DerivedDataCache: Writable
[2014.06.28-16.10.07:363][  0]LogMeshUtilities: No automatic mesh reduction module available
[2014.06.28-16.10.07:363][  0]LogMeshUtilities: No automatic mesh merging module available
[2014.06.28-16.10.07:643][  0]LogInit: WinSock: version 1.1 (2.2), MaxSocks=32767, MaxUdp=65467
